start_station_name,start_lat,start_lng,starts_2013,starts_2018,starts_2023,end_station_name,end_lat,end_lng,ends_2013,ends_2018,ends_2023
Putnam Ave & Knickerbocker Ave,40.69562112386057,-73.91230240437606,,,710.0,Putnam Ave & Knickerbocker Ave,40.69545,-73.91164,,,694
Putnam Ave & Nostrand Ave,40.684532038913005,-73.95010422029905,,522.0,1410.0,Putnam Ave & Nostrand Ave,40.68402,-73.94977,,515.0,1428
Putnam Ave & Ralph Ave,40.687698960679704,-73.92432925801705,,,997.0,Putnam Ave & Ralph Ave,40.68705,-73.92338,,,999
Putnam Ave & Throop Ave,40.68562477779072,-73.94154133118559,,656.0,2112.0,Putnam Ave & Throop Ave,40.685153199812646,-73.94111,,668.0,2135
Putnam Ave & Wyckoff Ave,40.69828733676266,-73.9099504759902,,,816.0,Putnam Ave & Wyckoff Ave,40.69811,-73.90904,,,764
Queens Blvd & 56 St,40.74189017974938,-73.91021033198395,,,270.0,Queens Blvd & 56 St,40.74193,-73.90913,,,264
Queens Plaza North & Crescent St,40.75116407546927,-73.94095771509541,,3165.0,5223.0,Queens Plaza North & Crescent St,40.75110165094321,-73.94073716954188,,3144.0,5195
Railroad Ave & Kay Ave,40.706085904803146,-73.97108501357822,116.0,159.0,68.0,Railroad Ave & Kay Ave,40.70514807698391,-73.97078096866608,136.0,169.0,72
Ralph Ave & Fulton St,40.67925308693044,-73.92193476537898,,,460.0,Ralph Ave & Fulton St,40.67922,-73.92192,,,465
Reade St & Broadway,40.71464386188229,-74.00542681486077,2143.0,2715.0,2710.0,Reade St & Broadway,40.714504511261026,-74.0056278902831,2007.0,2706.0,2720
Richards St & Delavan St,40.67993746652038,-74.00722088657714,,377.0,458.0,Richards St & Delavan St,40.67943270246407,-74.00785040663244,,397.0,487
Richardson St & N Henry St,40.719280896289796,-73.94244632572396,,1265.0,1394.0,Richardson St & N Henry St,40.71907891179564,-73.94223690032959,,1277.0,1413
River Ave & E 151 St,40.82159681428945,-73.92919839688632,,,1299.0,River Ave & E 151 St,40.822217,-73.928939,,,1307
River Ave & E 153 St,40.82355892634074,-73.92887918292593,,,405.0,River Ave & E 153 St,40.82441,-73.92818,,,403
River Ave & McClellan St,40.833254982317136,-73.92273856400682,,,782.0,River Ave & McClellan St,40.83406,-73.92243,,,773
River Ter & Warren St,40.71766242128758,-74.01562979087446,,,4014.0,River Ter & Warren St,40.71759894990887,-74.0158796317695,,,4060
Riverside Blvd & W 67 St,40.777426839846235,-73.9888120758307,,3657.0,7219.0,Riverside Blvd & W 67 St,40.77750702743367,-73.98888588001651,,3687.0,7230
Riverside Dr & Broadway,40.86405825584786,-73.9283826883666,,,872.0,Riverside Dr & Broadway,40.86536400000001,-73.92791,,,883
Riverside Dr & W 104 St,40.80087426730332,-73.97111026697405,,1895.0,3854.0,Riverside Dr & W 104 St,40.801343398238345,-73.9711457450279,,1858.0,3860
Riverside Dr & W 138 St,40.82249725984027,-73.95604796088223,,,985.0,Riverside Dr & W 138 St,40.823168,-73.955857,,,967
Riverside Dr & W 145 St,40.82696040225895,-73.95194167939539,,,838.0,Riverside Dr & W 145 St,40.827305,-73.951989,,,830
Riverside Dr & W 148 St,40.828463900833334,-73.95032452693896,,,628.0,Riverside Dr & W 148 St,40.829114,-73.950426,,,637
Riverside Dr & W 153 St,40.83089187771639,-73.9496006534992,,,838.0,Riverside Dr & W 153 St,40.832164,-73.949702,,,860
Riverside Dr & W 72 St,40.78030915383163,-73.98551430355049,,3246.0,4977.0,Riverside Dr & W 72 St,40.780577990143044,-73.9856243120973,,3295.0,4985
Riverside Dr & W 78 St,40.783990326863645,-73.9835776461732,,2292.0,1963.0,Riverside Dr & W 78 St,40.78414472072803,-73.983624920208,,2262.0,1923
Riverside Dr & W 82 St,40.78693504829277,-73.98118684721162,,2233.0,3500.0,Riverside Dr & W 82 St,40.78720869104601,-73.98128126908895,,2193.0,3260
Riverside Dr & W 91 St,40.79264013702234,-73.97697115912372,,1889.0,2871.0,Riverside Dr & W 91 St,40.79313481117599,-73.9770036956908,,1886.0,2759
Riverview Park,40.72119795555556,-74.00966651111112,,,3.0,Riverview Park,40.7443187,-74.0439909,,,4
Rivington St & Chrystie St,40.7212315007688,-73.99181750099139,2814.0,2944.0,4530.0,Rivington St & Chrystie St,40.72110063093572,-73.99192539898841,2905.0,2999.0,4745
Rivington St & Ridge St,40.71873335676187,-73.98319852385617,1589.0,2436.0,4839.0,Rivington St & Ridge St,40.71850210986265,-73.98329859051198,1598.0,2405.0,4805
Rockaway Ave & Bainbridge St,40.683669481477665,-73.9123637178004,,,926.0,Rockaway Ave & Bainbridge St,40.68319988172761,-73.91166642308235,,,924
Roebling St & N 4 St,40.7148335308677,-73.95762691004124,,1977.0,3152.0,Roebling St & N 4 St,40.71469,-73.95739,,2016.0,3151
Rogers Ave & Lenox Rd,40.65463234855585,-73.95268210242287,,,376.0,Rogers Ave & Lenox Rd,40.65378,-73.95273,,,374
Rogers Ave & Lincoln Rd,40.6616841060892,-73.95371821494327,,,852.0,Rogers Ave & Lincoln Rd,40.66127,-73.95352,,,862
Rogers Ave & Snyder Ave,40.64921361699798,-73.95269829303838,,,165.0,Rogers Ave & Snyder Ave,40.64871,-73.95218,,,174
Rogers Ave & Sterling St,40.6640385295604,-73.95417007681303,,621.0,665.0,Rogers Ave & Sterling St,40.6630619,-73.9538746,,643.0,659
Rogers Pl & E 165 St,40.82323160524386,-73.89859594175408,,,299.0,Rogers Pl & E 165 St,40.82388366441761,-73.8974027708582,,,306
Roosevelt Island Tramway,40.757244676833,-73.95364258954005,,,2467.0,Roosevelt Island Tramway,40.757284,-73.9536,,,2473
Rugby Rd & Albemarle Rd,40.648534525727484,-73.96696683298012,,,285.0,Rugby Rd & Albemarle Rd,40.64672,-73.96637,,,308
Rugby Rd & Beverley Rd,40.6461439544038,-73.96619880843902,,,492.0,Rugby Rd & Beverley Rd,40.64435,-73.96591,,,516
Rutgers St & Henry St,40.7133948465713,-73.99004971330207,,,2621.0,Rutgers St & Henry St,40.71332151244356,-73.99009689696327,,,2698
Rutland Rd & E 45 St,40.660337966947154,-73.9362138439878,,,246.0,Rutland Rd & E 45 St,40.66034,-73.93618,,,265
Ryer Ave & E 182 St,40.855288338154814,-73.90007003815691,,,478.0,Ryer Ave & E 182 St,40.8558,-73.89956,,,476
S 2 St & Kent Ave,40.71476168099638,-73.96669757992544,,,2490.0,S 2 St & Kent Ave,40.714731,-73.966612,,,2493
S 3 St & Bedford Ave,40.71281085183609,-73.96279119168501,876.0,2498.0,5379.0,S 3 St & Bedford Ave,40.71260486005188,-73.9626440299889,972.0,2463.0,5397
S 4 St & Rodney St,40.709395983890936,-73.95624180414984,,1140.0,2714.0,S 4 St & Rodney St,40.70934,-73.95608,,1149.0,2715
S 4 St & Roebling St,40.71093302859223,-73.9599170451209,,,4599.0,S 4 St & Roebling St,40.710709,-73.959724,,,4623
S 4 St & Wythe Ave,40.713058082959975,-73.96608924961012,885.0,4702.0,5222.0,S 4 St & Wythe Ave,40.71285887024904,-73.96590294011496,1002.0,4847.0,5220
S 5 Pl & S 5 St,40.71050142678255,-73.96106068931381,,4621.0,3023.0,S 5 Pl & S 5 St,40.710451,-73.960876,,4183.0,3197
S Portland Ave & Hanson Pl,40.68555994984702,-73.97437659381482,582.0,1272.0,2423.0,S Portland Ave & Hanson Pl,40.685395670135634,-73.97431458017262,602.0,1252.0,2433
Sands St & Jay St,40.70049938025275,-73.98598851943228,,,2904.0,Sands St & Jay St,40.700119,-73.9862,,,2998
Sands St Gate,40.70009011622521,-73.97975041145493,,,1779.0,Sands St Gate,40.699569,-73.979827,,,1784
Schenectady Ave & Cortelyou Rd,40.64535,-73.93268,,,1.0,Schenectady Ave & Cortelyou Rd,40.64535,-73.93268,,,1
Schenectady Ave & Maple St,40.66266157388688,-73.93495403171946,,,221.0,Schenectady Ave & Maple St,40.66178,-73.93445,,,302
Schenectady Ave & Pacific St,40.67721638421883,-73.93369040919931,,,393.0,Schenectady Ave & Pacific St,40.67686,-73.93327,,,410
Schenectady Ave & President St,40.66732578324382,-73.9341532445604,,,458.0,Schenectady Ave & President St,40.66732,-73.93398,,,445
Schenectady Ave & Prospect Pl,40.67427537531979,-73.9346796379817,,,492.0,Schenectady Ave & Prospect Pl,40.67351000000001,-73.93362999999998,,,488
Schermerhorn St & Court St,40.69141382122271,-73.99184657936858,,693.0,2432.0,Schermerhorn St & Court St,40.6910363748993,-73.99201065301895,,690.0,2451
Schermerhorn St & Hoyt St,40.68906360594828,-73.98518096689924,,,4311.0,Schermerhorn St & Hoyt St,40.68862629965351,-73.98519109988449,,,4329
Scholes St & Lorimer St,40.70858923044811,-73.94899532122051,,,1545.0,Scholes St & Lorimer St,40.708323,-73.948732,,,1560
Scholes St & Manhattan Ave,40.708842555481816,-73.94508694851642,,1625.0,3208.0,Scholes St & Manhattan Ave,40.708703680095326,-73.94486250014894,,1645.0,3357
Seaman Ave & Beak St,40.867076569606745,-73.92649608745666,,,573.0,Seaman Ave & Beak St,40.867505,-73.926363,,,583
Seaman Ave & Isham St,40.86893678813253,-73.92119519664014,,,765.0,Seaman Ave & Isham St,40.86989866194045,-73.92076313495636,,,764
Sedgwick Ave & Hall of Fame Tce,40.8594915415,-73.91336511542106,,,76.0,Sedgwick Ave & Hall of Fame Tce,40.859532,-73.913303,,,74
Sedgwick Ave & W Burnside Ave,40.854358219401654,-73.91700570654038,,,322.0,Sedgwick Ave & W Burnside Ave,40.854947,-73.916661,,,315
Sedgwick Ave & W Tremont Ave,40.852809340685376,-73.9185559917937,,,344.0,Sedgwick Ave & W Tremont Ave,40.85304455868985,-73.91830623149872,,,351
Seneca Ave & Decatur St,40.69747127265248,-73.89905433641844,,,94.0,Seneca Ave & Decatur St,40.69723,-73.89811,,,93
Seneca Ave & Irvine St,40.817849001967105,-73.89028526977454,,,217.0,Seneca Ave & Irvine St,40.81872569990116,-73.88862490653992,,,211
Shakespeare Ave & W 169 St,40.83855974244875,-73.92286798589085,,,904.0,Shakespeare Ave & W 169 St,40.839312,-73.922423,,,885
Sharon St & Olive St,40.7153590367831,-73.93880232911404,,,1397.0,Sharon St & Olive St,40.71534162123844,-73.9386507873337,,,1399
Sheridan Ave & E 168 St,40.8343978951177,-73.91619137186545,,,1266.0,Sheridan Ave & E 168 St,40.835334,-73.9154,,,1220
Sheridan Ave & E 172 St,40.839715136580296,-73.9119503424251,,,988.0,Sheridan Ave & E 172 St,40.840494,-73.911479,,,948
Sherman Ave & E 166 St,40.83066019089479,-73.9179114490996,,,1170.0,Sherman Ave & E 166 St,40.83130549267296,-73.91744792461395,,,1146
Sherman Ave & Thayer St,40.86227293259383,-73.92722990213196,,,389.0,Sherman Ave & Thayer St,40.863124,-73.926994,,,424
Shore Blvd & Astoria Park,40.779783209293065,-73.9232347622633,,,1490.0,Shore Blvd & Astoria Park,40.77977,-73.923162,,,1481
Sigourney St & Columbia St,40.673357341488774,-74.00834415122911,,301.0,528.0,Sigourney St & Columbia St,40.67267243329195,-74.00879524601771,,393.0,531
Skillman Ave & 43 Ave,40.74640386570358,-73.9326513677159,,,682.0,Skillman Ave & 43 Ave,40.74653762031986,-73.93215849924698,,,705
Skillman Ave & 54 St,40.74552457950457,-73.91050253312785,,,584.0,Skillman Ave & 54 St,40.745502,-73.909887,,,587
Skillman Ave & Honeywell St,40.746922563477426,-73.92938646633641,,,253.0,Skillman Ave & Honeywell St,40.7471482490328,-73.92902433872223,,,264
Smith St & 3 St,40.67901617312668,-73.99578742403642,,1203.0,1684.0,Smith St & 3 St,40.6787241997654,-73.99599099001173,,1213.0,1705
Smith St & 9 St,40.67474894142276,-73.99777807608902,,1021.0,1640.0,Smith St & 9 St,40.674695700729934,-73.99785768077858,,1074.0,1644
Soissons Landing,40.69232701313548,-74.01486243775624,,2488.0,2164.0,Soissons Landing,40.692316624104485,-74.0148657665389,,2487.0,2160
Somers St & Broadway,40.68005695280247,-73.90532105824444,,,135.0,Somers St & Broadway,40.67945,-73.90474,,,136
Somers St & Rockaway Ave,40.67881609927101,-73.91189983935128,,,353.0,Somers St & Rockaway Ave,40.67872,-73.91105,,,341
South End Ave & Albany St,40.71011961723669,-74.01623179165946,,,3194.0,South End Ave & Albany St,40.709957,-74.016538,,,3206
South St & Broad St,40.702495390306694,-74.01049518535162,,,176.0,South St & Broad St,40.70188859116765,-74.01089877004588,,,202
South St & Gouverneur Ln,40.70375092105983,-74.00655287007282,3079.0,6037.0,5159.0,South St & Gouverneur Ln,40.703553770974196,-74.00670226885637,3001.0,6131.0,5194
South St & Pike St,40.71011980442924,-73.9915036742686,,,3029.0,South St & Pike St,40.709918069192526,-73.99161100387445,,,3036
South St & Whitehall St,40.70146153830257,-74.01213247315943,1937.0,4024.0,4117.0,South St & Whitehall St,40.701221277980764,-74.01234217870193,1880.0,4036.0,4160
South Waterfront Walkway - Sinatra Dr & 1 St,40.709699631,-73.9312253,,,1.0,South Waterfront Walkway - Sinatra Dr & 1 St,40.73698221818716,-74.02778059244156,,,3
Southern Blvd & Avenue St. John,40.81258752336917,-73.90194254794584,,,400.0,Southern Blvd & Avenue St. John,40.812769,-73.901583,,,399
Southern Blvd & E 142 St,40.8078108619831,-73.90857784855989,,,127.0,Southern Blvd & E 142 St,40.807347437082,-73.90809774398804,,,130
Southern Blvd & E 149 St,40.81192788779117,-73.90468122462946,,,672.0,Southern Blvd & E 149 St,40.811892,-73.904192,,,674
Southern Blvd & E 172 St,40.832557795150464,-73.89086440371528,,,432.0,Southern Blvd & E 172 St,40.834124,-73.88955,,,425
Southern Blvd & E 174 St,40.83582652772131,-73.88902588869878,,,976.0,Southern Blvd & E 174 St,40.836733,-73.887931,,,981
Southern Blvd & E 175 St,40.8377672296682,-73.88810143788899,,,1087.0,Southern Blvd & E 175 St,40.839335,-73.886445,,,1106
Southern Blvd & Tiffany St,40.818269182104224,-73.8945287578676,,,355.0,Southern Blvd & Tiffany St,40.818185,-73.894143,,,368
Southpoint Park,40.75380212368287,-73.95864168879966,,,959.0,Southpoint Park,40.753702249015305,-73.95865201910364,,,884
Southwest Park - Jackson St & Observer Hwy,40.728355283333336,-74.01173196666667,,,1.0,Southwest Park - Jackson St & Observer Hwy,40.73755127245804,-74.04166370630264,,,1
Spring St & Hudson St,40.72603798311775,-74.00747977062397,,,4843.0,Spring St & Hudson St,40.72583996806192,-74.00765329471875,,,4875
Spruce St & Gold St,40.71067263797682,-74.00413022888372,,,2646.0,Spruce St & Gold St,40.71032309932049,-74.004322801359,,,2649
Spruce St & Nassau St,40.71143844173842,-74.00549370459407,2183.0,,799.0,Spruce St & Nassau St,40.71146364542714,-74.00552426592965,2062.0,,796
St Ann's Ave & Westchester Ave,40.81522529258401,-73.9127346956487,,,371.0,St Ann's Ave & Westchester Ave,40.815887,-73.911918,,,385
St Felix Ave & 61 St,40.69759836292923,-73.89532915262728,,,584.0,St Felix Ave & 61 St,40.69715,-73.8936,,,576
St James Pl & Oliver St,40.713266133174464,-73.99838751184747,1640.0,2402.0,3420.0,St James Pl & Oliver St,40.71307915949044,-73.99851193022293,1606.0,2399.0,3454
St James Pl & Pearl St,40.7113199251498,-74.00006776794939,1141.0,1254.0,1660.0,St James Pl & Pearl St,40.71117415951981,-74.00016544864945,1086.0,1281.0,1666
St Johns Pl & Howard Ave,40.67053945982982,-73.9206509234842,,,190.0,St Johns Pl & Howard Ave,40.66992,-73.92002,,,196
St Johns Pl & Utica Ave,40.671372304419954,-73.93104692870479,,,481.0,St Johns Pl & Utica Ave,40.6705,-73.9308,,,483
St Johns Pl & Washington Ave,40.67423466507231,-73.96334392411813,,1080.0,2895.0,St Johns Pl & Washington Ave,40.673723600557885,-73.96316109986053,,1065.0,2868
St Marks Ave & Ralph Ave,40.67391176011291,-73.9224672644283,,,186.0,St Marks Ave & Ralph Ave,40.67372,-73.92199,,,190
St Marks Ave & Rochester Ave,40.67434535127554,-73.9287275702258,,,248.0,St Marks Ave & Rochester Ave,40.67404,-73.92772,,,237
St Marks Ave & Thomas S. Boyland St,40.673131465421875,-73.91385478773438,,,64.0,St Marks Ave & Thomas S. Boyland St,40.67313,-73.91387,,,50
St Marks Pl & 1 Ave,40.727868889808654,-73.98559132709588,2687.0,5517.0,5444.0,St Marks Pl & 1 Ave,40.72779126,-73.98564945,2513.0,5739.0,5437
St Marks Pl & 2 Ave,40.72845146041565,-73.98713319620123,3832.0,5766.0,5685.0,St Marks Pl & 2 Ave,40.72841860026547,-73.98713956029202,4052.0,6258.0,6027
St Marks Pl & 4 Ave,40.68210472435886,-73.97980752315698,,,1493.0,St Marks Pl & 4 Ave,40.68177810928762,-73.97988975048065,,,1517
St Mary's St & Jackson Ave,40.80755930940105,-73.91190014441312,,,635.0,St Mary's St & Jackson Ave,40.808891,-73.91081,,,636
St Nicholas Ave & Manhattan Ave,40.80888236037053,-73.95331218558898,,1392.0,3244.0,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,,1536.0,3252
St Nicholas Ave & W 134 St,40.815718491894444,-73.94833901814671,,,1579.0,St Nicholas Ave & W 134 St,40.816234,-73.948222,,,1603
St Nicholas Ave & W 137 St,40.818313492658326,-73.9476647549363,,,879.0,St Nicholas Ave & W 137 St,40.818477,-73.947568,,,888
St Nicholas Ave & W 150 St,40.825855478224845,-73.94328398954659,,,805.0,St Nicholas Ave & W 150 St,40.827212,-73.942722,,,811
St. Ann's Av & Bruckner Blvd,40.80317785425888,-73.9203801460881,,,488.0,St. Ann's Av & Bruckner Blvd,40.803399,-73.919763,,,494
St. Ann's Ave & E 144 St,40.81075213194203,-73.91546317412121,,,759.0,St. Ann's Ave & E 144 St,40.811112,-73.914932,,,754
St. Johns Pl & Kingston Ave,40.671600371696364,-73.942567789665,,,999.0,St. Johns Pl & Kingston Ave,40.67113,-73.94222,,,956
St. Nicholas Ave & W 126 St,40.81095331058868,-73.95192373761698,,1004.0,3120.0,St. Nicholas Ave & W 126 St,40.81143229990418,-73.95187760012776,,1079.0,3131
St. Nicholas Ave & W 155 St,40.83020875153108,-73.94155839957024,,,681.0,St. Nicholas Ave & W 155 St,40.830663,-73.941323,,,640
St. Nicholas Ave & W 157 St,40.83138320810394,-73.94144273146246,,,635.0,St. Nicholas Ave & W 157 St,40.832314,-73.94102,,,637
St. Nicholas Terrace & Convent Ave,40.820463583912066,-73.94792739649715,,,1050.0,St. Nicholas Terrace & Convent Ave,40.821294,-73.947868,,,1044
Stagg St & Morgan Ave,40.71104671273702,-73.93434914095961,,,1246.0,Stagg St & Morgan Ave,40.710681,-73.93372,,,1247
Stagg St & Union Ave,40.7089255173787,-73.95124315525736,,1540.0,3049.0,Stagg St & Union Ave,40.70877084020813,-73.95095259053333,,1510.0,3075
Stanhope St & Fairview Ave,40.710289836019456,-73.91159093325811,,,771.0,Stanhope St & Fairview Ave,40.70998,-73.91116,,,724
Stanton St & Chrystie St,40.72237862244619,-73.9913371460276,2209.0,5441.0,5228.0,Stanton St & Chrystie St,40.72229345860896,-73.9914753489416,2472.0,5482.0,5291
Stanton St & Mangin St,40.718182303355775,-73.97627999955918,981.0,1792.0,1352.0,Stanton St & Mangin St,40.71782143,-73.97628939,973.0,1806.0,1367
Stanton St & Norfolk St,40.72090949681984,-73.98629123941592,,,4755.0,Stanton St & Norfolk St,40.720747,-73.986274,,,4722
State St & Smith St,40.689427597480396,-73.98845295280512,1880.0,2034.0,2049.0,State St & Smith St,40.68917,-73.9886,2125.0,2085.0,2073
Steinway St & 19 Ave,40.777927693708335,-73.90042379467283,,,216.0,Steinway St & 19 Ave,40.778089,-73.899558,,,225
Steinway St & 21 Ave,40.774577427790355,-73.90435306024625,,,892.0,Steinway St & 21 Ave,40.774798,-73.903787,,,898
Steinway St & 23 Ave,40.77123480420308,-73.90811066240383,,544.0,714.0,Steinway St & 23 Ave,40.7713937,-73.9077436,,544.0,710
Steinway St & 28 Ave,40.76542895125551,-73.9140348041065,,570.0,1953.0,Steinway St & 28 Ave,40.765625099947584,-73.91366950026206,,573.0,1908
Steinway St & Broadway,40.759018480554104,-73.91928504360999,,,2933.0,Steinway St & Broadway,40.75905795418586,-73.91897544264793,,,2934
Steinway St & Ditmars Blvd,40.77250266866359,-73.90666203320379,,,651.0,Steinway St & Ditmars Blvd,40.772717,-73.906127,,,654
Stephen St & Seneca Ave,40.699659647237866,-73.90271885340375,,,213.0,Stephen St & Seneca Ave,40.6988,-73.9007,,,213
Sterling Pl & 5 Ave,40.679429280551794,-73.97829848078369,,,1526.0,Sterling Pl & 5 Ave,40.6789700702436,-73.97855267037602,,,1518
Sterling Pl & Bedford Ave,40.67332469397178,-73.954483598627,,797.0,1571.0,Sterling Pl & Bedford Ave,40.672695,-73.954131,,799.0,1504
Sterling Pl & New York Ave,40.67329114077809,-73.94805374185628,,,1053.0,Sterling Pl & New York Ave,40.67234,-73.94763,,,964
Sterling Pl & Ralph Ave,40.671205600572286,-73.92227275437149,,,166.0,Sterling Pl & Ralph Ave,40.67095,-73.92222,,,143
Sterling Pl & Rochester Ave,40.67125480116729,-73.92856634747848,,,271.0,Sterling Pl & Rochester Ave,40.67128,-73.92825,,,248
Sterling Pl & Schenectady Ave,40.67261563741038,-73.93401094851178,,,424.0,Sterling Pl & Schenectady Ave,40.6716,-73.93378,,,407
Sterling St & Bedford Ave,40.66397530335915,-73.957348773,,305.0,568.0,Sterling St & Bedford Ave,40.6627059,-73.9569115,,345.0,566
Sterling St & Nostrand Ave,40.66339623796044,-73.95081832412443,,,868.0,Sterling St & Nostrand Ave,40.66318,-73.95076,,,845
Stevens - River Ter & 6 St,40.728355283333336,-74.01173196666667,,,1.0,Stevens - River Ter & 6 St,40.74313282710551,-74.02698867022991,,,1
Stewart Ave & Johnson Ave,40.708893996766115,-73.92649316905747,,,905.0,Stewart Ave & Johnson Ave,40.70869,-73.92587,,,917
Stockholm St & Wilson Ave,40.69960487846601,-73.92348829141783,,,1736.0,Stockholm St & Wilson Ave,40.69930399999999,-73.923044,,,1758
Stuyvesant Ave & Gates Ave,40.688950953451005,-73.93347771060864,,,609.0,Stuyvesant Ave & Gates Ave,40.68834,-73.93306,,,598
Stuyvesant Ave & Hart St,40.69488300416168,-73.93490817993585,,,769.0,Stuyvesant Ave & Hart St,40.69465,-73.9343,,,764
Stuyvesant Walk & 1 Av Loop,40.73229663527169,-73.97904847664574,,,685.0,Stuyvesant Walk & 1 Av Loop,40.732339777151054,-73.97898383438587,,,669
Suffolk St & Stanton St,40.72082561511583,-73.98513155542597,3062.0,4900.0,6783.0,Suffolk St & Stanton St,40.72066441975239,-73.9851797701356,3028.0,4964.0,6785
Sullivan Pl & Bedford Ave,40.664833218907894,-73.95796205551098,,161.0,456.0,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,,176.0,464
Sullivan St & Washington Sq,40.730539333999225,-73.99891755149346,2799.0,5574.0,5196.0,Sullivan St & Washington Sq,40.730477468912454,-73.99906065080988,2860.0,5663.0,5186
Summerfield St & Cypress Ave,40.697543708416426,-73.90207148432174,,,345.0,Summerfield St & Cypress Ave,40.69662,-73.90056,,,337
Sumpter St & Fulton St,40.67992360853278,-73.9261565727787,,,366.0,Sumpter St & Fulton St,40.67923,-73.92588,,,359
Sunken Meadow Comfort Station,40.795526143355225,-73.91919572455845,,,807.0,Sunken Meadow Comfort Station,40.79558,-73.91906,,,768
Suydam St & Broadway,40.695541820353164,-73.93257674992586,,,1614.0,Suydam St & Broadway,40.69543999999999,-73.93223,,,1616
Suydam St & Knickerbocker Ave,40.70218205438334,-73.92444109789689,,,2153.0,Suydam St & Knickerbocker Ave,40.702013,-73.923769,,,2154
Suydam St & St. Nicholas Ave,40.70651201158253,-73.92034503650426,,,626.0,Suydam St & St. Nicholas Ave,40.70636,-73.91945,,,625
Thomas S. Boyland St & Fulton St,40.679018649968846,-73.91444739591822,,,428.0,Thomas S. Boyland St & Fulton St,40.67854,-73.91367,,,318
Thomas S. Boyland St & Macon St,40.68511267224977,-73.91575122768194,,,371.0,Thomas S. Boyland St & Macon St,40.68491,-73.91493,,,376
Thomas S. Boyland St & Marion St,40.681749361877586,-73.91487090312043,,,516.0,Thomas S. Boyland St & Marion St,40.6814658848122,-73.91415685415268,,,517
Thompson St & Bleecker St,40.72839810885555,-73.99966713842105,,,5477.0,Thompson St & Bleecker St,40.72840059517194,-73.99968780608971,,,5499
Throop Ave & Myrtle Ave,40.69630966038867,-73.94414172198317,,375.0,1030.0,Throop Ave & Myrtle Ave,40.696229368926495,-73.94371094017409,,370.0,1034
Tiebout Ave & E 184 St,40.857758732816436,-73.89668584014859,,,848.0,Tiebout Ave & E 184 St,40.858498,-73.89637,,,856
Tiebout Ave & E Fordham Road,40.86048911895622,-73.89604632211243,,,845.0,Tiebout Ave & E Fordham Road,40.861915,-73.894831,,,851
Tilden Ave & Lott St,40.64661227252593,-73.95398460588889,,,135.0,Tilden Ave & Lott St,40.64661,-73.95401,,,137
Tilden Ave & Nostrand Ave,40.64705948615829,-73.949601989,,,219.0,Tilden Ave & Nostrand Ave,40.64683,-73.94933,,,235
Tinton Ave & E 165 St,40.824065435292155,-73.90270377977451,,,680.0,Tinton Ave & E 165 St,40.824796,-73.90242,,,673
Tompkins Ave & Hopkins St,40.69982441637882,-73.94727872450325,,559.0,1026.0,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,,563.0,1033
Townsend Ave & E 175 St,40.845928394265364,-73.91217402094577,,,461.0,Townsend Ave & E 175 St,40.84741,-73.911359,,,477
Troy Ave & Linden Blvd,40.65375177125293,-73.93685519365829,,,199.0,Troy Ave & Linden Blvd,40.653299999999994,-73.93644,,,207
Troy Ave & Park Pl,40.67289012990717,-73.93671764902034,,,377.0,Troy Ave & Park Pl,40.67251,-73.93642,,,380
Turner Pl & Coney Island Ave,40.64525945966667,-73.97078347233332,,,3.0,Turner Pl & Coney Island Ave,40.64521,-73.97073,,,17
Tyler Ave & Maurice Ave,40.73402315681089,-73.9012841565016,,,208.0,Tyler Ave & Maurice Ave,40.73394,-73.90128,,,213
Underhill Ave & Lincoln Pl,40.67439916499226,-73.96729180896097,,1115.0,2109.0,Underhill Ave & Lincoln Pl,40.6740123,-73.9671457,,1083.0,2114
Underhill Ave & Pacific St,40.68081139007972,-73.9648458431822,,978.0,2329.0,Underhill Ave & Pacific St,40.680483600683175,-73.96467950085398,,982.0,2342
Union Ave & Jackson St,40.716206487661694,-73.95221877570378,,822.0,1877.0,Union Ave & Jackson St,40.71607509978723,-73.952029,,829.0,1880
Union Ave & N 12 St,40.71927268606161,-73.95256269284302,,2104.0,3809.0,Union Ave & N 12 St,40.71924,-73.95242,,2083.0,3806
Union Ave & Wallabout St,40.700633386080824,-73.95076605262219,,505.0,1064.0,Union Ave & Wallabout St,40.70029510989824,-73.95032283015726,,494.0,1081
Union St & 4 Ave,40.67754223859041,-73.98265568518202,,1487.0,2518.0,Union St & 4 Ave,40.677274399702384,-73.98282001998513,,1671.0,2688
Union St & Bedford Ave,40.66981658597512,-73.95544087415864,,316.0,1286.0,Union St & Bedford Ave,40.66917829951729,-73.95541619967821,,305.0,1243
University Ave & Brandt Pl,40.847832558752174,-73.91860677253206,,,421.0,University Ave & Brandt Pl,40.848354,-73.918389,,,376
University Ave & Macombs Rd,40.84888199443078,-73.91634038632013,,,732.0,University Ave & Macombs Rd,40.8496401,-73.9161206,,,624
University Ave & W 168 St,40.83826527435953,-73.92739329379856,,,369.0,University Ave & W 168 St,40.838706,-73.927034,,,374
University Ave & W Burnside Ave,40.85379091434111,-73.91086272283091,,,343.0,University Ave & W Burnside Ave,40.85501,-73.910751,,,316
