start_station_name,start_lat,start_lng,starts_2013,starts_2018,starts_2023,end_station_name,end_lat,end_lng,ends_2013,ends_2018,ends_2023
1 Ave & E 110 St,40.792199273406275,-73.93838139548537,,1215.0,2710.0,1 Ave & E 110 St,40.79232719977737,-73.9383,,1245.0,2695
1 Ave & E 16 St,40.73226498393397,-73.98163032059051,,6566.0,5528.0,1 Ave & E 16 St,40.732218530084346,-73.98165557007718,,6965.0,5572
1 Ave & E 18 St,40.73385119643645,-73.98053925295564,2571.0,5203.0,6936.0,1 Ave & E 18 St,40.73381219185647,-73.98054420936042,2531.0,5247.0,6990
1 Ave & E 30 St,40.74148669708332,-73.97536139014959,2906.0,4262.0,4593.0,1 Ave & E 30 St,40.741443870084545,-73.97536082011706,2950.0,4282.0,4613
1 Ave & E 39 St,40.74721722300407,-73.97112751610162,,,6226.0,1 Ave & E 39 St,40.74714,-73.97113,,,6286
1 Ave & E 44 St,40.74986671654952,-73.96918355105133,2229.0,3462.0,2942.0,1 Ave & E 44 St,40.75001986018667,-73.96905300998667,2277.0,3479.0,3000
1 Ave & E 6 St,40.72633094311519,-73.98613816136655,,,6008.0,1 Ave & E 6 St,40.726330859833745,-73.98616880194953,,,6006
1 Ave & E 62 St,40.76107111767821,-73.9610359350634,,4495.0,7590.0,1 Ave & E 62 St,40.761227399476375,-73.960940219712,,4489.0,7639
1 Ave & E 68 St,40.76486343730032,-73.95827901042676,,6083.0,10400.0,1 Ave & E 68 St,40.76500524995196,-73.9581849100173,,6110.0,10409
1 Ave & E 94 St,40.781631886195306,-73.94598658998542,,1707.0,1647.0,1 Ave & E 94 St,40.78172119975787,-73.94594,,1812.0,1652
1 Pl & Clinton St,40.681505296362154,-73.99882456823033,,1035.0,1573.0,1 Pl & Clinton St,40.6809591,-73.99905709,,1043.0,1605
1 St & 6 Ave,40.67321253379933,-73.97965477928437,,,1382.0,1 St & 6 Ave,40.672784,-73.979826,,,1376
10 Ave & W 14 St,40.74191094942134,-74.00804860042344,,,11048.0,10 Ave & W 14 St,40.741981605432876,-74.00831580434415,,,11071
10 Ave & W 202 St,40.859764419606535,-73.92222454146221,,,287.0,10 Ave & W 202 St,40.861281970750994,-73.921417593956,,,301
10 Ave & W 204 St,40.858946302041666,-73.92106671375481,,,208.0,10 Ave & W 204 St,40.862638,-73.92006,,,243
10 Ave & W 207 St,40.86376792566829,-73.91921168216992,,,410.0,10 Ave & W 207 St,40.86463200000001,-73.918598,,,417
10 Ave & W 215 St,40.86888151867315,-73.91555481212696,,,163.0,10 Ave & W 215 St,40.86932465640094,-73.91519755125046,,,173
10 Ave & W 28 St,40.750602693132485,-74.00162786898431,2874.0,,7835.0,10 Ave & W 28 St,40.75066386021396,-74.00176801996943,2857.0,,7852
10 St & 2 Ave,40.672211315917245,-73.99342904747344,,,866.0,10 St & 2 Ave,40.671907,-73.993612,,,871
10 St & 4 Ave,40.6700884598111,-73.9888239816528,,,1475.0,10 St & 4 Ave,40.66967356370341,-73.98898908183764,,,1517
10 St & 5 Ave,40.668855008209135,-73.98689757443137,,791.0,1401.0,10 St & 5 Ave,40.668627299571426,-73.98700053067142,,790.0,1400
10 St & 7 Ave,40.66690844861688,-73.98196054202282,,1050.0,2805.0,10 St & 7 Ave,40.66620780007179,-73.98199886005025,,1012.0,2786
11 Ave & Prospect Ave,40.657444200520075,-73.97732665531704,,,1187.0,11 Ave & Prospect Ave,40.65629,-73.977335,,,1192
11 Ave & W 27 St,40.75125033130514,-74.00506191673774,2677.0,6910.0,8263.0,11 Ave & W 27 St,40.751396,-74.005226,2650.0,7297.0,8309
11 Ave & W 41 St,40.76020886629003,-73.99857333059337,2850.0,5140.0,11984.0,11 Ave & W 41 St,40.76030096006342,-73.99884221965121,3069.0,5150.0,11984
11 Ave & W 59 St,40.771339234195594,-73.99035825672507,,4609.0,5622.0,11 Ave & W 59 St,40.771496711160495,-73.99046033549276,,4483.0,5638
11 St & 43 Ave,40.75205648984704,-73.94794256579111,,129.0,608.0,11 St & 43 Ave,40.75190709965576,-73.94791190034422,,136.0,581
11 St & Washington St,40.72841822866667,-74.01186924383333,,,2.0,11 St & Washington St,40.74998490907138,-74.02715027332306,,,17
12 Ave & 36 St,40.64358778311747,-73.98639435121085,,,332.0,12 Ave & 36 St,40.643546,-73.986418,,,327
12 Ave & W 125 St,40.81786585540832,-73.96045978766455,,,2205.0,12 Ave & W 125 St,40.818299,-73.960405,,,2199
12 Ave & W 40 St,40.76084026763581,-74.00257749218812,3311.0,11249.0,10878.0,12 Ave & W 40 St,40.76087501981497,-74.00277668296052,3655.0,11490.0,10917
12 St & 4 Ave,40.66930792933026,-73.99042005684593,,526.0,978.0,12 St & 4 Ave,40.668603,-73.99043939959142,,571.0,979
12 St & Sinatra Dr N,40.728481174,-74.012006521,,,1.0,12 St & Sinatra Dr N,40.75060414236896,-74.02402013540268,,,31
14 St & 5 Ave,40.66692415459344,-73.98873750378002,,1261.0,2185.0,14 St & 5 Ave,40.666287,-73.98895053,,1263.0,2194
14 St & 7 Ave,40.664384168581435,-73.9838821178094,,1115.0,2284.0,14 St & 7 Ave,40.663779,-73.98396846,,1056.0,2295
14 St Ferry - 14 St & Shipyard Ln,,,,,,14 St Ferry - 14 St & Shipyard Ln,40.75296063046496,-74.02435272932053,,,4
16th St & 4th Ave,40.66652268780534,-73.99245439283409,,,649.0,16th St & 4th Ave,40.666197,-73.992466,,,724
17 St & 5 Ave,40.663991986039726,-73.99086100344451,,,1502.0,17 St & 5 Ave,40.663493,-73.991007,,,1508
18 St & 27 Ave,40.772342732680166,-73.92785884858574,,,1318.0,18 St & 27 Ave,40.772768286288304,-73.92743647098541,,,1316
19 St & 24 Ave,40.77705281760758,-73.92316216111668,,823.0,1337.0,19 St & 24 Ave,40.7774552,-73.9225403,,829.0,1352
19 St & 8 Ave,40.65867536228661,-73.98560967939876,,,321.0,19 St & 8 Ave,40.658489,-73.985543,,,216
190 Morgan,,,,,,190 Morgan,40.711071680975735,-73.9320957361997,,,3
2 Av & 37 St,40.6573868300396,-74.009126554066,,,101.0,2 Av & 37 St,40.656326,-74.009627,,,132
2 Ave & 32 St,40.65982062712926,-74.0064160374263,,,147.0,2 Ave & 32 St,40.659176,-74.006584,,,150
2 Ave & 36 St,40.657915717902554,-74.00823141468508,,,407.0,2 Ave & 36 St,40.65708866863787,-74.0087020394859,,,512
2 Ave & 39 St,40.6563306817561,-74.00950137115115,,,201.0,2 Ave & 39 St,40.655722165854264,-74.01000827203607,,,238
2 Ave & 43 St,40.65363073129828,-74.0125979453895,,,107.0,2 Ave & 43 St,40.6529282799167,-74.012864836142,,,107
2 Ave & 44 St,40.6524805815261,-74.01347284004993,,,127.0,2 Ave & 44 St,40.65230357641928,-74.013449553249,,,126
2 Ave & E 104 St,40.788930782262376,-73.94395434951603,,1061.0,1912.0,2 Ave & E 104 St,40.78921050026083,-73.94370784008346,,1066.0,1917
2 Ave & E 122 St,40.80031562219515,-73.93534846595121,,414.0,1264.0,2 Ave & E 122 St,40.8006721,-73.9349,,414.0,1338
2 Ave & E 125 St,40.80223420746632,-73.93387606884318,,,1524.0,2 Ave & E 125 St,40.802554,-73.933509,,,1514
2 Ave & E 29 St,40.74177135368953,-73.97806516958845,,,7172.0,2 Ave & E 29 St,40.741723511303285,-73.97809267066208,,,7442
2 Ave & E 31 St,40.742988594361876,-73.97707820061056,4331.0,5456.0,8034.0,2 Ave & E 31 St,40.74290901998765,-73.97706058025926,4358.0,5444.0,8100
2 Ave & E 72 St,40.76855211718527,-73.95848454792299,,,5916.0,2 Ave & E 72 St,40.76876202929485,-73.95840793851134,,,5961
2 Ave & E 96 St,40.7839100207192,-73.94731554164329,,2609.0,3693.0,2 Ave & E 96 St,40.78396360010692,-73.94716729991981,,2654.0,3741
2 Ave & E 99 St,40.78603834085824,-73.94564857842968,,678.0,1211.0,2 Ave & E 99 St,40.7862586009654,-73.94552579050685,,681.0,1243
2 St & Park Ave,40.728481174,-74.012006521,,,1.0,2 St & Park Ave,40.73915272763701,-74.0330819785595,,,4
20 Ave & 21 St,40.78301289026849,-73.9132590144843,,,329.0,20 Ave & 21 St,40.784003,-73.912297,,,343
20 Ave & 38 St,40.77704634171183,-73.90304244060705,,,738.0,20 Ave & 38 St,40.777112,-73.902382,,,745
20 Ave & 42 St,40.774487640405674,-73.90130471031064,,,235.0,20 Ave & 42 St,40.775415,-73.900063,,,238
20 Ave & 48 St,40.772476564695346,-73.89822976088351,,,186.0,20 Ave & 48 St,40.772899,-73.896849,,,195
20 Ave & Shore Blvd,40.78567422439223,-73.91535844610777,,,266.0,20 Ave & Shore Blvd,40.785994,-73.915098,,,275
21 Ave & 80 St,40.77088331517593,-73.88990277519446,,,36.0,21 Ave & 80 St,40.770888,-73.889914,,,37
21 Ave & Crescent St,40.78026420348067,-73.91240564484123,,,1224.0,21 Ave & Crescent St,40.780478,-73.912212,,,1248
21 Ave & Shore Blvd,40.783129366669385,-73.91767601843013,,,613.0,21 Ave & Shore Blvd,40.783956,-73.916894,,,614
21 St & 21 Ave,40.78211279267696,-73.91516018966324,,,777.0,21 St & 21 Ave,40.782465,-73.914527,,,795
21 St & 23 Ave,40.778325908286625,-73.91931758420718,,,835.0,21 St & 23 Ave,40.778557,-73.919046,,,837
21 St & 31 Dr,40.765822041762085,-73.93117705681756,,791.0,1352.0,21 St & 31 Dr,40.7659,-73.930819,,788.0,1369
21 St & 36 Ave,40.75991894246619,-73.93693171498225,,192.0,695.0,21 St & 36 Ave,40.7601853,-73.9362726,,192.0,699
21 St & 38 Ave,40.75765767423863,-73.93922527375302,,169.0,359.0,21 St & 38 Ave,40.7576314,-73.9391224,,164.0,335
21 St & 4 Ave,40.66296367592875,-73.99538787033086,,,945.0,21 St & 4 Ave,40.662584,-73.995554,,,959
21 St & 43 Ave,40.75043425266548,-73.94609945249245,,297.0,838.0,21 St & 43 Ave,40.75052533959036,-73.94594844945783,,301.0,830
21 St & Hoyt Ave S,40.774687302382944,-73.92385928030302,,474.0,2056.0,21 St & Hoyt Ave S,40.774645,-73.923706,,464.0,2084
21 St & Queens Plaza North,40.75316534548957,-73.9437749144209,,824.0,1534.0,21 St & Queens Plaza North,40.753259640237786,-73.94335788007925,,843.0,1514
23 Ave & 27 St,40.7761261156975,-73.9156592057947,,292.0,854.0,23 Ave & 27 St,40.776165,-73.91531750057604,,279.0,868
23 Ave & 31 St,40.77402106216958,-73.91329856834626,,,662.0,23 Ave & 31 St,40.77423301703027,-73.91274864321404,,,672
23 Rd & 31 St,40.77304753495725,-73.91455046353303,,,385.0,23 Rd & 31 St,40.77336750408318,-73.9138256023335,,,401
23 St & 3 Ave,40.662790216345165,-73.99866487102959,,,169.0,23 St & 3 Ave,40.662611,-73.998623,,,169
23 St & 31 Ave,40.766548344835385,-73.92902528790226,,,1001.0,23 St & 31 Ave,40.76663971723091,-73.9286595582962,,,1011
24 Ave & 26 St,40.77428742090583,-73.91914045225049,,565.0,1030.0,24 Ave & 26 St,40.774591,-73.918544,,557.0,1042
24 Ave & 29 St,40.77259175613874,-73.91658763275377,,506.0,949.0,24 Ave & 29 St,40.7729,-73.91614200000001,,509.0,981
24 St & 38 Ave,40.75628416892028,-73.93672670297957,,,669.0,24 St & 38 Ave,40.756351,-73.936515,,,642
24 St & 41 Ave,40.75231096040021,-73.9401133080674,,580.0,1271.0,24 St & 41 Ave,40.752474,-73.939991,,568.0,1177
24 St & 5 Ave,40.65961122771039,-73.99491985727974,,,709.0,24 St & 5 Ave,40.659555,-73.995068,,,699
25 Ave & 41 St,40.76758794993509,-73.91168971433152,,,1289.0,25 Ave & 41 St,40.767666,-73.910963,,,1282
27 Ave & 3 St,40.77392198662461,-73.93450896533126,,,642.0,27 Ave & 3 St,40.77485,-73.9342,,,647
27 Ave & 9 St,40.77381350209021,-73.93100971743364,,323.0,957.0,27 Ave & 9 St,40.77398250101937,-73.9309133991845,,326.0,981
27 St & Hunter St,40.74855062723366,-73.94135741670028,,525.0,2321.0,27 St & Hunter St,40.7485,-73.941275,,524.0,2341
28 Ave & 35 St,40.76700755238922,-73.91744036884097,,612.0,1354.0,28 Ave & 35 St,40.7671,-73.91698580014578,,620.0,1372
28 Ave & 44 St,40.763921796120975,-73.91157966609512,,414.0,1394.0,28 Ave & 44 St,40.764089323040395,-73.91065120667177,,426.0,1387
28 St & 36 Ave,40.757119057769074,-73.93305736068992,,505.0,1162.0,28 St & 36 Ave,40.757186,-73.932719,,505.0,1176
28 St & 41 Ave,40.750739467786815,-73.93837415618152,,1049.0,2200.0,28 St & 41 Ave,40.751047,-73.93797,,1040.0,2130
29 St & 5 Ave,40.6573853638041,-73.99804742032725,,,439.0,29 St & 5 Ave,40.656986,-73.998194,,,442
3 Ave & 14 St,40.66921197388868,-73.99318992124277,,709.0,530.0,3 Ave & 14 St,40.6685455,-73.99333264,,768.0,560
3 Ave & 17 St,40.66705321742123,-73.9953378842831,,,292.0,3 Ave & 17 St,40.666168,-73.995549,,,296
3 Ave & Carroll St,40.67778343044081,-73.98644136290704,,,918.0,3 Ave & Carroll St,40.677027,-73.98649999999999,,,954
3 Ave & E 100 St,40.787233443853125,-73.94751990887677,,394.0,1339.0,3 Ave & E 100 St,40.7877214,-73.94728331,,403.0,1337
3 Ave & E 112 St,40.79510375998407,-73.9418565170888,,493.0,1235.0,3 Ave & E 112 St,40.795508,-73.941606,,503.0,1246
3 Ave & E 163 St,40.8235341133184,-73.90914813470762,,,692.0,3 Ave & E 163 St,40.823872,-73.908699,,,722
3 Ave & E 169 St,40.83171291765773,-73.90596283727365,,,1268.0,3 Ave & E 169 St,40.832678,-73.905158,,,1335
3 Ave & E 170 St,40.8338189125814,-73.90463331171715,,,1294.0,3 Ave & E 170 St,40.834857,-73.903743,,,1341
3 Ave & E 172 St,40.839308334407825,-73.90069882423326,,,443.0,3 Ave & E 172 St,40.83958599999999,-73.900277,,,451
3 Ave & E 174 St,40.84143029240532,-73.89932069103632,,,514.0,3 Ave & E 174 St,40.84224,-73.8985,,,516
3 Ave & E 62 St,40.76302786733142,-73.96548789684904,,1831.0,3480.0,3 Ave & E 62 St,40.76312584027697,-73.96526895008655,,1811.0,3466
3 Ave & E 71 St,40.768388451418275,-73.961363860636,,992.0,2174.0,3 Ave & E 71 St,40.7687368703082,-73.96119944893314,,870.0,2109
3 Ave & E 72 St,40.76991457985526,-73.96063149198679,,1173.0,1969.0,3 Ave & E 72 St,40.7699426,-73.96060712,,1174.0,1968
3 Ave & Franklin Ave,40.82669047158693,-73.90779062416203,,,648.0,3 Ave & Franklin Ave,40.82696,-73.907451,,,648
3 Ave & Schermerhorn St,40.68709741921104,-73.97975556200694,392.0,1673.0,2355.0,3 Ave & Schermerhorn St,40.68683207986441,-73.97967719966101,472.0,1704.0,2360
3 Ave & Wakeman Pl,40.638916262945514,-74.02418941039316,,,312.0,3 Ave & Wakeman Pl,40.638246,-74.024714,,,310
3 St & 3 Ave,40.67524441107636,-73.98767016044444,,1456.0,1554.0,3 St & 3 Ave,40.67507050031506,-73.98775225983616,,1682.0,1587
3 St & 7 Ave,40.6709201512666,-73.97819339767688,,1362.0,2907.0,3 St & 7 Ave,40.670383700103095,-73.97839676008248,,1310.0,2910
3 St & Hoyt St,40.67784245696286,-73.99337092886869,,296.0,1023.0,3 St & Hoyt St,40.67772870027804,-73.99364122978683,,308.0,1079
3 St & Prospect Park West,40.66869467540713,-73.9735799668692,,2204.0,3677.0,3 St & Prospect Park West,40.668132,-73.9736383089946,,2031.0,3700
30 Ave & 12 St,40.77165570255891,-73.931557719546,,,661.0,30 Ave & 12 St,40.77171710505447,-73.93159255450625,,,684
30 Ave & 21 St,40.77011521963425,-73.92867463580157,,291.0,761.0,30 Ave & 21 St,40.7703743,-73.9286078,,294.0,769
30 Ave & 41 St,40.763032860865586,-73.91479851212591,,,1607.0,30 Ave & 41 St,40.763422,-73.914142,,,1601
30 Ave & 47 St,40.76107864998114,-73.90998008840414,,,1078.0,30 Ave & 47 St,40.761294,-73.909562,,,1081
30 St & 4 Ave,40.6580440162043,-74.0009338819627,,,527.0,30 St & 4 Ave,40.657743,-74.001141,,,532
30 St & 48 Ave,40.7412909424428,-73.93804018480813,,,271.0,30 St & 48 Ave,40.7413272,-73.937999,,,263
31 Ave & 14 St,40.76808773003056,-73.93246735178856,,388.0,938.0,31 Ave & 14 St,40.7682,-73.93226619978724,,387.0,940
31 Ave & 30 St,40.764549426108985,-73.92426813165564,,660.0,1572.0,31 Ave & 30 St,40.7647,-73.9240312,,673.0,1592
31 Ave & 34 St,40.762875655834094,-73.92138247678835,,985.0,2186.0,31 Ave & 34 St,40.763154,-73.920827,,987.0,2195
31 Ave & 57 St,40.75709345831725,-73.90553092635048,,,311.0,31 Ave & 57 St,40.757357,-73.904726,,,314
31 Ave & 61 St,40.75718487621684,-73.90229056115648,,,475.0,31 Ave & 61 St,40.757525,-73.901614,,,487
31 Ave & Crescent St,40.765681132096965,-73.92685363912138,,684.0,1406.0,31 Ave & Crescent St,40.765834600562194,-73.92654739943781,,686.0,1423
31 Ave & Steinway St,40.76101515220646,-73.91725280364643,,709.0,1910.0,31 Ave & Steinway St,40.7611488,-73.9170071,,706.0,1911
31 Pl & Hunters Point Ave,40.740243002708105,-73.93538868823275,,,151.0,31 Pl & Hunters Point Ave,40.74021356884924,-73.93537044525146,,,148
31 St & 21 Ave,40.77796571483178,-73.90891812637949,,,751.0,31 St & 21 Ave,40.77813,-73.90842,,,767
31 St & 23 Ave,40.77470127958589,-73.91287311487145,,1653.0,1172.0,31 St & 23 Ave,40.7747878001675,-73.91255509991626,,1655.0,1194
31 St & Astoria Blvd,40.76971335961797,-73.91870971270303,,1127.0,1540.0,31 St & Astoria Blvd,40.7699176,-73.9184057,,1126.0,1562
31 St & Broadway,40.761541321533265,-73.92612078437398,,1368.0,2936.0,31 St & Broadway,40.761584,-73.925921,,1374.0,2945
31 St & Ditmars Blvd,40.77608764819744,-73.91084264902723,,,2583.0,31 St & Ditmars Blvd,40.776168,-73.910485,,,2602
31 St & Hoyt Ave N,40.77104170021669,-73.91728534803345,,728.0,1126.0,31 St & Hoyt Ave N,40.7711528,-73.9170074,,725.0,1146
31 St & Newtown Ave,40.7673177374575,-73.9212690746577,,,3248.0,31 St & Newtown Ave,40.767548780064274,-73.9209334550898,,,3275
31 St & Northern Blvd,40.75183425750973,-73.93371536597697,,450.0,1118.0,31 St & Northern Blvd,40.75186951421875,-73.93349289894103,,448.0,1091
31 St & Thomson Ave,40.74481802590761,-73.93556905987465,,480.0,718.0,31 St & Thomson Ave,40.744697379480876,-73.93540375034154,,475.0,732
33 St & 47 Ave,40.74286385315525,-73.9322100741306,,,365.0,33 St & 47 Ave,40.74283,-73.9321,,,378
33 St & Queens Blvd,40.74438167749866,-73.93179653962241,,,563.0,33 St & Queens Blvd,40.7443653191867,-73.93172398209572,,,559
34 Ave & 13 St,40.76357526626015,-73.93707732865735,,205.0,501.0,34 Ave & 13 St,40.7638753,-73.9364848,,207.0,495
34 Ave & 21 St,40.76281158153266,-73.93449384606724,,383.0,689.0,34 Ave & 21 St,40.762813800292406,-73.9342861997076,,378.0,684
34 Ave & 31 St,40.75938253290799,-73.92740429083972,,,1120.0,34 Ave & 31 St,40.759604471387945,-73.92714411020279,,,1132
34 Ave & 38 St,40.7568768844648,-73.92183841632652,,1273.0,1861.0,34 Ave & 38 St,40.756913,-73.921631,,1279.0,1877
34 Ave & 45 St,40.75489466466002,-73.9172477684929,,,752.0,34 Ave & 45 St,40.754795,-73.917014,,,760
34 Ave & 48 St,40.75378332615362,-73.91547058221964,,,1035.0,34 Ave & 48 St,40.75388,-73.914952,,,1039
34 St & 35 Ave,40.75684287842801,-73.92660378271485,,767.0,1183.0,34 St & 35 Ave,40.75693319983193,-73.92622309991597,,750.0,1190
34 St & 38 Ave,40.75246040044974,-73.92982252424699,,,776.0,34 St & 38 Ave,40.752443,-73.929737,,,747
34 St & 4 Ave,40.655931746899924,-74.00276671934462,,,443.0,34 St & 4 Ave,40.655278,-74.003101,,,488
34 St & 48 Ave,40.740545302754725,-73.93168205362011,,,168.0,34 St & 48 Ave,40.740821207823245,-73.93147185444832,,,170
34 St & 5 Ave,40.654122041277226,-74.00115977092574,,,202.0,34 St & 5 Ave,40.654098,-74.001131,,,200
34th Ave & Vernon Blvd,40.76528684403414,-73.94011109151488,,,1252.0,34th Ave & Vernon Blvd,40.765353804013344,-73.93986314523679,,,1268
35 Ave & 10 St,40.76323373755613,-73.94001708469429,,291.0,916.0,35 Ave & 10 St,40.76315481910373,-73.93985509872437,,297.0,955
35 Ave & 37 St,40.75568903175034,-73.92391031173442,,843.0,1486.0,35 Ave & 37 St,40.7557327,-73.9236611,,847.0,1501
35 St & 21 Ave,40.77655529803168,-73.90693464901032,,,484.0,35 St & 21 Ave,40.776745,-73.906558,,,507
35 St & 23 Ave,40.772438529389035,-73.91218717401912,,,643.0,35 St & 23 Ave,40.77301508291382,-73.91119033098221,,,658
35 St & 30 Ave,40.76529208292443,-73.91852847300255,,,1592.0,35 St & 30 Ave,40.76547569264127,-73.91811579478669,,,1604
35 St & 34 Ave,40.758040201370946,-73.92443915666529,,451.0,966.0,35 St & 34 Ave,40.7580583,-73.9242751,,450.0,996
35 St & Broadway,40.76007898329516,-73.92281726900747,,677.0,1563.0,35 St & Broadway,40.760339,-73.9222427,,694.0,1574
36 Ave & 10 St,40.76139958578041,-73.94122863615027,,569.0,803.0,36 Ave & 10 St,40.761437600486026,-73.94112650060754,,582.0,823
36 Ave & 31 St,40.75641186164251,-73.92980542454677,,,1900.0,36 Ave & 31 St,40.75651272984955,-73.92957486212252,,,1913
36 St & 3 Ave,40.6563907829593,-74.0062872727395,,,778.0,36 St & 3 Ave,40.655716,-74.006664,,,768
36 St & 4 Ave,40.65478556408481,-74.00396664833892,,,1014.0,36 St & 4 Ave,40.654144,-74.00422,,,1039
36 St & 47 Ave,40.74264210634782,-73.92975866545619,,,150.0,36 St & 47 Ave,40.74221834996096,-73.92935156822205,,,149
36 St & Ditmars Blvd,40.77394045890263,-73.90906142420167,,,914.0,36 St & Ditmars Blvd,40.774306,-73.90833500000001,,,935
36 St & Hunters Point Ave,40.73747713805491,-73.93060278595262,,,185.0,36 St & Hunters Point Ave,40.73781699881193,-73.93024072051048,,,181
36 St & Queens Blvd,40.74392756247202,-73.92930631402109,,,411.0,36 St & Queens Blvd,40.74408,-73.92901,,,439
37 Ave & 35 St,40.753073301854556,-73.92817962546734,,459.0,699.0,37 Ave & 35 St,40.7531106,-73.9279917,,441.0,670
37 Ave & 63 St,40.748859211253844,-73.90066476703846,,,260.0,37 Ave & 63 St,40.74893,-73.89981,,,266
37 St & 24 Ave,40.7698634117942,-73.9121894675233,,434.0,758.0,37 St & 24 Ave,40.7701477003871,-73.91209380025805,,433.0,775
38 Ave & 29 St,40.754519094850075,-73.93411271516906,,,1045.0,38 Ave & 29 St,40.75473,-73.93367,,,1050
38 St & 30 Ave,40.7640814525099,-73.91623872662446,,,2192.0,38 St & 30 Ave,40.76417452063426,-73.91583994036384,,,2198
38 St & Northern Blvd,40.75232097884819,-73.92539294935642,,,505.0,38 St & Northern Blvd,40.752372,-73.925384,,,522
39 Ave & 45 St,40.749066065770414,-73.91898811404508,,,510.0,39 Ave & 45 St,40.74947822183477,-73.91826465725897,,,509
39 Ave & 54 St,40.74903691623684,-73.90971481265643,,,228.0,39 Ave & 54 St,40.74891,-73.90899,,,234
39 Ave & 56 St,40.74851284044332,-73.90791160142537,,,297.0,39 Ave & 56 St,40.74838,-73.90699,,,297
39 Dr & 52 St,40.74745018709778,-73.91206773308889,,,675.0,39 Dr & 52 St,40.74732,-73.91197,,,631
39 St & 47 Ave,40.74236954681007,-73.92717314648762,,,603.0,39 St & 47 Ave,40.74215636827728,-73.92662644386292,,,609
39 St & 50 Ave,40.73800532532787,-73.9276641127075,,,639.0,39 St & 50 Ave,40.73824937287316,-73.92737478052315,,,637
39 St & Queens Blvd,40.74425180801539,-73.92630922714865,,,823.0,39 St & Queens Blvd,40.74431,-73.92601,,,791
4 Ave & 17 St,40.6658826395008,-73.99290532881611,,,832.0,4 Ave & 17 St,40.665507,-73.993037,,,830
4 Ave & 26 St,40.66047375486224,-73.99831706603428,,,496.0,4 Ave & 26 St,40.660079,-73.998633,,,526
4 Ave & 3 St,40.674123462886925,-73.98554199510343,,,1869.0,4 Ave & 3 St,40.673746,-73.985649,,,1875
4 Ave & E 12 St,40.732615999615746,-73.99001297689088,,,7194.0,4 Ave & E 12 St,40.732647,-73.99011,,,7240
4 Ave & Shore Road Dr,40.63767557449149,-74.02140414008029,,,411.0,4 Ave & Shore Road Dr,40.637033,-74.022141,,,404
4 St & Grand St,,,,,,4 St & Grand St,40.7422579775645,-74.03511106967926,,,4
40 Ave & 9 St,40.75739209884787,-73.94540667888992,,183.0,642.0,40 Ave & 9 St,40.75742,-73.945133,,185.0,643
40 Ave & Crescent St,40.75340642060597,-73.9382215360208,,,830.0,40 Ave & Crescent St,40.7535992020056,-73.93795609474182,,,797
40 St & Queens Blvd,40.74329956251368,-73.92465599840399,,,1322.0,40 St & Queens Blvd,40.743540273428685,-73.92435193061829,,,1111
41 Ave & 67 St,40.74457600627106,-73.89834399871428,,,182.0,41 Ave & 67 St,40.74446,-73.89764,,,202
41 St & 3 Ave,40.6528785979,-74.0086261363875,,,80.0,41 St & 3 Ave,40.652512,-74.008906,,,83
41 St & 4 Ave,40.651652458579164,-74.00695088073915,,,400.0,41 St & 4 Ave,40.651354,-74.007168,,,402
42 Pl & Northern Blvd,40.75310636871846,-73.92111733821815,,,547.0,42 Pl & Northern Blvd,40.753091,-73.920603,,,563
43 Ave & 40 St,40.74590615135188,-73.92443231391182,,,1168.0,43 Ave & 40 St,40.74562,-73.92402,,,1119
43 Ave & 42 St,40.74548069826773,-73.92237902935366,,,1554.0,43 Ave & 42 St,40.74534682580983,-73.9219419658184,,,1475
43 Ave & 47 St,40.74441667568007,-73.91783362564206,,,826.0,43 Ave & 47 St,40.744806286922056,-73.9172896751881,,,719
43 St & 23 Ave,40.76941289734026,-73.90676982171362,,,433.0,43 St & 23 Ave,40.769673,-73.906018,,,444
43 St & 35 Ave,40.75414874763314,-73.92008143530506,,,507.0,43 St & 35 Ave,40.754139,-73.919543,,,520
43 St & 37 Ave,40.750218909841124,-73.92028168829907,,,214.0,43 St & 37 Ave,40.75018099999999,-73.919998,,,219
43 St & 50 Ave,40.73774939620905,-73.9234488498139,,,776.0,43 St & 50 Ave,40.73787237900865,-73.92264068168397,,,764
43 St & Broadway,40.757478552091946,-73.91737711583575,,730.0,899.0,43 St & Broadway,40.7577284,-73.9166368,,747.0,882
43 St & Skillman Ave,40.747007709116176,-73.92173286557085,,,1030.0,43 St & Skillman Ave,40.74692675687384,-73.9208248257637,,,1039
44 Dr & Jackson Ave,40.747083930017574,-73.94346794700806,,1835.0,3888.0,44 Dr & Jackson Ave,40.7471823397341,-73.94326350039104,,1845.0,3836
44 St & 3 Ave,40.652695872619766,-74.01089891658795,,,199.0,44 St & 3 Ave,40.651173,-74.011405,,,246
44 St & 48 Ave,40.73941294332428,-73.92163413068539,,,841.0,44 St & 48 Ave,40.73941387498411,-73.92131969332695,,,702
44 St & 6 Ave,40.64721699007727,-74.00425808401724,,,522.0,44 St & 6 Ave,40.647105,-74.004483,,,506
44 St & Greenpoint Ave,40.74127377831911,-73.92135233682524,,,724.0,44 St & Greenpoint Ave,40.741119944758616,-73.92103672066601,,,717
45 Ave & 21 St,40.747299969809156,-73.94794944326138,,,2127.0,45 Ave & 21 St,40.74737075692709,-73.94777297977451,,,2122
